10,50,0,0
100,500,0,0
1000,5000,0,1
10000,50000,0,1
50000,250000,5,5
100000,500000,14,9
1000000,5000000,264,86
2000000,10000000,584,169
5000000,25000000,1746,426
10000000,50000000,4477,931
15000000,75000000,7284,1580
20000000,100000000,10540,2292
