10,50,0,0
100,500,0,0
1000,5000,0,0
10000,50000,0,1
50000,250000,1,4
100000,500000,4,6
1000000,5000000,69,58
2000000,10000000,146,118
5000000,25000000,408,295
10000000,50000000,952,624
15000000,75000000,1598,1028
20000000,100000000,2332,1476
